namaKab,originalFilename,namaPartai,id,noUrut,nama,stringJenisKelamin,idPartai,idDapil,idPro
KOTA PEKANBARU,IMG-20180715-WA0005.jpg,Partai Kebangkitan Bangsa,98369,3,"MUSLIADI, S.Ag",Laki-Laki,1,118,14086
INDRAGIRI HULU,5. PAS FOTO 5 R (3).jpg,Partai Kebangkitan Bangsa,111290,4,"MAIYUSMADI, SH.,MH",Laki-Laki,1,118,14086
KUANTAN SINGINGI,PHOTO.jpg,Partai Kebangkitan Bangsa,173259,5,ANDA PRANATA,Laki-Laki,1,118,14086
KOTA PEKANBARU,PAS FOTO.JPG,Partai Kebangkitan Bangsa,294098,6,DESI ENDRIYANI,Perempuan,1,118,14086
INDRAGIRI HULU,PHOTO.jpg,Partai Kebangkitan Bangsa,127209,7,"H. ABDUL BASID, ST",Laki-Laki,1,118,14086
KAMPAR,PAS FOTO UCI ANDRIANI.jpg,Partai Kebangkitan Bangsa,110781,8,"UCI ANDRIANI, S.Psi",Perempuan,1,118,14086
KOTA JAMBI,FOTO.jpg,Partai Kebangkitan Bangsa,108699,1,"SULAIMAN SYAWAL, S.Ag",Laki-Laki,1,119,15885
KOTA JAMBI,FOTO.jpg,Partai Kebangkitan Bangsa,113179,2,"KEMAS ALFARABI, S.H,. M.H",Laki-Laki,1,119,15885
KOTA JAMBI,FOTO.jpg,Partai Kebangkitan Bangsa,112684,3,"MAWADDAH WARAHMAH, S.Pd,. M.Pd",Perempuan,1,119,15885
MUARO JAMBI,PHOTO.png,Partai Kebangkitan Bangsa,112186,4,"BAHSIN, S.Ag",Laki-Laki,1,119,15885
KOTA JAMBI,PHOTO.png,Partai Kebangkitan Bangsa,108036,5,"H. YENDRI, S.E,. M.M",Laki-Laki,1,119,15885
KOTA JAMBI,FOTO.JPG,Partai Kebangkitan Bangsa,188486,6,LENY ELVINA,Perempuan,1,119,15885
JAKARTA SELATAN,FOTO.jpg,Partai Kebangkitan Bangsa,248094,7,"DRS. A. RACHMAN NASUTION, M.B.A",Laki-Laki,1,119,15885
KOTA JAMBI,FOTO.jpg,Partai Kebangkitan Bangsa,173832,8,"HASNA MEDIAWATI, S.E",Perempuan,1,119,15885
KOTA JAMBI,FOTO.jpg,Partai Kebangkitan Bangsa,82339,9,"HAVIS, S.H",Laki-Laki,1,119,15885
KOTA JAMBI,Foto 1 Hijau M.KURNIA.jpg,Partai Kebangkitan Bangsa,108313,10,"M. KURNIA ANDRIANSYAH, S.E",Laki-Laki,1,119,15885
KOTA JAMBI,Photo 22.jpg,Partai Kebangkitan Bangsa,162739,1,TADJUDDIN HASAN,Laki-Laki,1,120,15885
KOTA JAMBI,PHOTO.png,Partai Kebangkitan Bangsa,125151,2,H. ANASRULLAH,Laki-Laki,1,120,15885
KOTA JAMBI,FOTO.jpg,Partai Kebangkitan Bangsa,47579,3,"HARIRATUL JANNAH, S.Psi., M.M",Perempuan,1,120,15885
KOTA JAMBI,PHOTO 22.jpg,Partai Kebangkitan Bangsa,86313,4,RIA JULIANA,Perempuan,1,120,15885
MUARO JAMBI,FOTO.png,Partai Kebangkitan Bangsa,125179,5,"ALI MURTADA, S.Sos.I",Laki-Laki,1,120,15885
KOTA JAMBI,foto.jpg,Partai Kebangkitan Bangsa,106969,6,"GERHANA SAPUTERA, S.H",Laki-Laki,1,120,15885
MUARO JAMBI,foto.jpg,Partai Kebangkitan Bangsa,125108,7,SUSANTO,Laki-Laki,1,120,15885
KOTA JAMBI,PHOTO 22.jpg,Partai Kebangkitan Bangsa,179344,8,ARIANTI,Perempuan,1,120,15885
BATANGHARI,FOTO.jpg,Partai Kebangkitan Bangsa,75810,9,"MUDRIKA HERMANSYAH, S.Sos.I",Laki-Laki,1,120,15885
BATANGHARI,FOTO.jpg,Partai Kebangkitan Bangsa,125013,10,"ELPISINA, S.Sos,. M.Si",Laki-Laki,1,120,15885
SAROLANGUN,CCF10072018.jpg,Partai Kebangkitan Bangsa,82992,1,"FAHRURROZI, A.Md",Laki-Laki,1,121,15885
JAKARTA PUSAT,Juwanda.jpg,Partai Kebangkitan Bangsa,83296,2,"JUWANDA, S.Pd.I",Laki-Laki,1,121,15885
KOTA JAMBI,CCF09072018.jpg,Partai Kebangkitan Bangsa,113928,3,HJ. NURAIDA,Perempuan,1,121,15885
KOTA JAMBI,PAS FOTO.jpg,Partai Kebangkitan Bangsa,83505,4,"M. BADRI, S.Hi",Laki-Laki,1,121,15885
MERANGIN,PAS FOTO.jpg,Partai Kebangkitan Bangsa,114115,5,"DAMIRI, S.Ag,. M.Pd.I",Laki-Laki,1,121,15885
SAROLANGUN,FOTO.JPG,Partai Kebangkitan Bangsa,293352,6,ELI DAHLIA,Perempuan,1,121,15885
MERANGIN,POTO.jpg,Partai Kebangkitan Bangsa,76358,7,"ABDUSSAMAD, S.E",Laki-Laki,1,121,15885
MERANGIN,pas foto.jpg,Partai Kebangkitan Bangsa,224837,8,"MUTMAINNAH, S.Pd.I",Perempuan,1,121,15885
MERANGIN,FOTO.jpg,Partai Kebangkitan Bangsa,113487,9,"H. AHMAD. M, S.H",Laki-Laki,1,121,15885
KOTA JAMBI,PHOTO.png,Partai Kebangkitan Bangsa,77743,10,"Dr.. H. MARYADI, M.Pd",Laki-Laki,1,121,15885
KOTA SUNGAI PENUH,PAS FOTO.jpg,Partai Kebangkitan Bangsa,83158,1,"MUNTALIA, S.H",Laki-Laki,1,122,15885
KOTA SUNGAI PENUH,PAS FOTO.jpg,Partai Kebangkitan Bangsa,236570,2,"SASDODI HENDRI, Am.Kep",Laki-Laki,1,122,15885
KERINCI,PASPHOTO_.jpg,Partai Kebangkitan Bangsa,187654,3,DESI ASNITA,Perempuan,1,122,15885
KERINCI,PAS FOTO.JPG,Partai Kebangkitan Bangsa,129906,4,"SABAR. AR, S.Pd",Laki-Laki,1,122,15885
KOTA SUNGAI PENUH,FOTO.jpg,Partai Kebangkitan Bangsa,187239,5,MURTIANI,Perempuan,1,122,15885
TEBO,FOTO.jpg,Partai Kebangkitan Bangsa,229810,6,"HERIZALDI, S.Pt",Laki-Laki,1,122,15885
KOTA JAMBI,eka marlina.jpg,Partai Kebangkitan Bangsa,77572,1,"HJ. EKA MARLINA, S.E., M.H",Perempuan,1,123,15885
KOTA JAMBI,4x6 cm.png,Partai Kebangkitan Bangsa,47458,2,"MUHAMMAD JUPRI, S.IP",Laki-Laki,1,123,15885
TEBO,FOTO.jpg,Partai Kebangkitan Bangsa,130248,3,HAMDI,Laki-Laki,1,123,15885
BUNGO,FOTO 22.jpg,Partai Kebangkitan Bangsa,77079,4,"ALI USMAN, S.Pd.I",Laki-Laki,1,123,15885
BUNGO,FOTO.jpg,Partai Kebangkitan Bangsa,111696,5,"ENDANG TRIASTI, S.S.T",Perempuan,1,123,15885
KOTA JAMBI,FOTO.jpg,Partai Kebangkitan Bangsa,234983,7,LIDYA ELFAYUNI,Perempuan,1,123,15885
TANJUNG JABUNG BARAT,FOTO 22.JPG,Partai Kebangkitan Bangsa,82174,1,SAINUDDIN,Laki-Laki,1,124,15885
TANJUNG JABUNG BARAT,FOTO.jpg,Partai Kebangkitan Bangsa,82854,2,"H. ABDUL HAMID, S.H",Laki-Laki,1,124,15885
TANJUNG JABUNG BARAT,POTO.jpg,Partai Kebangkitan Bangsa,82071,3,RATNA DEWI,Perempuan,1,124,15885
TANJUNG JABUNG BARAT,FOTO.JPG,Partai Kebangkitan Bangsa,231858,4,SAMSUL BAHRI,Laki-Laki,1,124,15885
MERANGIN,FOTO.jpg,Partai Kebangkitan Bangsa,188846,5,ANTONI PRANSISCO,Laki-Laki,1,124,15885
TANJUNG JABUNG BARAT,FOTO.jpg,Partai Kebangkitan Bangsa,231323,6,CINDIYA ZAHARA BONILAN,Perempuan,1,124,15885
TANJUNG JABUNG BARAT,Yondri Saputra.jpg,Partai Kebangkitan Bangsa,114597,7,YONDRI SAPUTRA,Laki-Laki,1,124,15885
TANJUNG JABUNG BARAT,FAUZIAH.jpg,Partai Kebangkitan Bangsa,233426,8,PAUZIAH,Perempuan,1,124,15885
KOTA PALEMBANG,H. KARTAK.jpeg,Partai Kebangkitan Bangsa,201690,1,"H. KARTAK, SE",Laki-Laki,1,125,17404
KOTA PALEMBANG,Untitled-4.jpg,Partai Kebangkitan Bangsa,113917,2,"H. TA. BRATA. AB, SE, M.M",Laki-Laki,1,125,17404
KOTA PALEMBANG,ASMAUL HUSNA.jpeg,Partai Kebangkitan Bangsa,199111,3,"ASMAUL HUSNA, S.Pd",Perempuan,1,125,17404
KOTA PALEMBANG,WAWAN.jpeg,Partai Kebangkitan Bangsa,253767,4,"WAWAN PAMBUDI, SE",Laki-Laki,1,125,17404
KOTA PALEMBANG,Image (7).jpg,Partai Kebangkitan Bangsa,254197,5,KARTIKA AYU,Perempuan,1,125,17404
KOTA PALEMBANG,4 x 6.jpg,Partai Kebangkitan Bangsa,68908,6,ANDI HANDANA,Laki-Laki,1,125,17404
KOTA PALEMBANG,ANTONI YUZAR.jpeg,Partai Kebangkitan Bangsa,96549,1,"ANTONI YUZAR, SH, MH",Laki-Laki,1,126,17404
KOTA PALEMBANG,MERI SAMSUL.JPG,Partai Kebangkitan Bangsa,156875,2,"MERRY ARYANTI, SH, M.Si",Perempuan,1,126,17404
KOTA PALEMBANG,SUPARMAN ROMAN.jpeg,Partai Kebangkitan Bangsa,255338,3,Ir. SUPARMAN ROMANS,Laki-Laki,1,126,17404
KOTA PALEMBANG,RIMA ANDARSIH.jpeg,Partai Kebangkitan Bangsa,86604,4,"Dra. RIMA ANDARSIH, M.Si",Perempuan,1,126,17404
KOTA PALEMBANG,AMRI FARIZAL.jpeg,Partai Kebangkitan Bangsa,132868,5,AMRI FARIZAL,Laki-Laki,1,126,17404
KOTA PALEMBANG,SANJANI.jpg,Partai Kebangkitan Bangsa,297520,6,SANJANI,Laki-Laki,1,126,17404
KOTA PALEMBANG,RANI ARDHANI.jpeg,Partai Kebangkitan Bangsa,203432,7,"RANI ARDHANI, S.E, M.M",Perempuan,1,126,17404
OGAN KOMERING ILIR,3770 pjar 02.jpg,Partai Kebangkitan Bangsa,135948,1,"MERI, S.Pd",Laki-Laki,1,127,17404
OGAN ILIR,AHMAD NAROWI.jpeg,Partai Kebangkitan Bangsa,264165,2,"Drs. A. NAHROWI, MM",Laki-Laki,1,127,17404
KOTA PALEMBANG,PUPUT AYU MINAH.jpeg,Partai Kebangkitan Bangsa,134763,3,"PUPUT AYU MINAH, S.Pd",Perempuan,1,127,17404
KOTA PALEMBANG,FOTO ZAINAL ABIDIN.jpg,Partai Kebangkitan Bangsa,95752,4,"ZAINAL ABIDIN, S.Ag",Laki-Laki,1,127,17404
OGAN KOMERING ILIR,Image (7).jpg,Partai Kebangkitan Bangsa,135107,5,NURSALIM,Laki-Laki,1,127,17404
OGAN KOMERING ILIR,Image (6).jpg,Partai Kebangkitan Bangsa,134316,6,DESKA,Perempuan,1,127,17404
KOTA PALEMBANG,IMG_2817.jpg,Partai Kebangkitan Bangsa,212707,7,MUHAMMAD ABDUH,Laki-Laki,1,127,17404
OGAN KOMERING ILIR,Image (9).jpg,Partai Kebangkitan Bangsa,271759,8,AHMAD SYAIFULLOH,Laki-Laki,1,127,17404
OGAN KOMERING ILIR,MIRAWATI.jpg,Partai Kebangkitan Bangsa,272593,9,MIRAWATI,Perempuan,1,127,17404
OGAN KOMERING ILIR,WhatsApp Image 2018-07-12 at 01.25.24.jpeg,Partai Kebangkitan Bangsa,133601,10,"SLAMET WIYANTO, SH",Laki-Laki,1,127,17404
OGAN KOMERING ILIR,KIKI ARTINI.jpeg,Partai Kebangkitan Bangsa,273062,11,KIKI ARTINI,Perempuan,1,127,17404
OGAN KOMERING ILIR,JANATIN.jpeg,Partai Kebangkitan Bangsa,135549,12,JANATIN,Laki-Laki,1,127,17404
OGAN KOMERING ULU TIMUR,Drs.Hj. NILAWATI.jpg,Partai Kebangkitan Bangsa,102630,1,Dra. Hj. NILAWATI,Perempuan,1,128,17404
OGAN KOMERING ULU TIMUR,WhatsApp Image 2018-07-10 at 02.28.30.jpeg,Partai Kebangkitan Bangsa,103569,2,"AHMAD TAJUDIN, SH",Laki-Laki,1,128,17404
OGAN KOMERING ULU TIMUR,EMI SURYATI.jpg,Partai Kebangkitan Bangsa,103211,3,EMI SURYATI,Perempuan,1,128,17404
OGAN KOMERING ULU TIMUR,DSC_0285 cwopy.jpg,Partai Kebangkitan Bangsa,234953,4,"IMAM SOPINGI, S.HI",Laki-Laki,1,128,17404
OGAN KOMERING ULU TIMUR,EFRIZAL.jpg,Partai Kebangkitan Bangsa,102930,5,EFRIZAL,Laki-Laki,1,128,17404
OGAN KOMERING ULU TIMUR,DINA 1.jpg,Partai Kebangkitan Bangsa,115601,6,"DINA ANISA, SKG",Perempuan,1,128,17404
KOTA PALEMBANG,YASMAUN.jpg,Partai Kebangkitan Bangsa,104085,1,Drs. YASMAUN,Laki-Laki,1,129,17404
OGAN KOMERING ULU SELATAN,ERAWAN ABIZAR.JPG,Partai Kebangkitan Bangsa,84332,2,"ERAWAN ABIZAR, S.Sos",Laki-Laki,1,129,17404
KOTA PALEMBANG,YULI TOPIANA.jpeg,Partai Kebangkitan Bangsa,247084,3,YULI TOPIANA,Perempuan,1,129,17404
OGAN KOMERING ULU,FATHAN QORIBI.jpg,Partai Kebangkitan Bangsa,168482,4,"FATHAN QORIBI, ST",Laki-Laki,1,129,17404
OGAN KOMERING ULU SELATAN,SILVA.jpeg,Partai Kebangkitan Bangsa,233628,5,SILVA MARCELINA,Perempuan,1,129,17404
KOTA PALEMBANG,AYU MAHARANI.jpeg,Partai Kebangkitan Bangsa,247842,6,AYU MAHARANI,Perempuan,1,129,17404
OGAN KOMERING ULU,FEBRI PRADOKA.jpeg,Partai Kebangkitan Bangsa,214040,7,FEBRI PRADOKA,Laki-Laki,1,129,17404
KOTA PALEMBANG,FOTO NURHILYAH.jpg,Partai Kebangkitan Bangsa,144608,1,Dra. HJ. NURHILYAH,Perempuan,1,130,17404
LAHAT,Image (105).jpg,Partai Kebangkitan Bangsa,79545,2,ABDULLAH RACHMAN,Laki-Laki,1,130,17404
MUARA ENIM,DSC_3817.JPG,Partai Kebangkitan Bangsa,79741,3,"Drs. H. FAJERI ERHAM, M.M",Laki-Laki,1,130,17404
KOTA PRABUMULIH,FOTO BERTI.jpg,Partai Kebangkitan Bangsa,84225,4,BERTI MIARTI,Perempuan,1,130,17404
KOTA PRABUMULIH,Adi Alson.jpg,Partai Kebangkitan Bangsa,79655,5,"H. ADI ALSON, ST, MT",Laki-Laki,1,130,17404
MUARA ENIM,YURISMAN.jpg,Partai Kebangkitan Bangsa,239578,6,H. YURISMAN,Laki-Laki,1,130,17404
LAHAT,RAJA0PasPhotoX1-PP4x6x4X1-[4x6]X6-[3x4]X16-TusirX1-.jpg,Partai Kebangkitan Bangsa,105810,7,DASWATI,Perempuan,1,130,17404
KOTA PALEMBANG,IMG_7748 o copy.jpg,Partai Kebangkitan Bangsa,241076,8,"MUHAMMAD ILAH, S.Pd, M.Si",Laki-Laki,1,130,17404
KOTA PALEMBANG,Scan10118 copys.JPG,Partai Kebangkitan Bangsa,231985,1,"NANTO, SE, Ak",Laki-Laki,1,131,17404
LAHAT,MPS2X1.jpg,Partai Kebangkitan Bangsa,123941,2,"H. NASRUN ASWARI, SE",Laki-Laki,1,131,17404
LAHAT,IDA FITRI.jpeg,Partai Kebangkitan Bangsa,237059,3,"IDA FITRI, SE",Perempuan,1,131,17404
KOTA PALEMBANG,Image (10).jpg,Partai Kebangkitan Bangsa,211573,4,"M. OKTAFIANSYAH, ST, MM",Laki-Laki,1,131,17404
EMPAT LAWANG,IMG_4173.jpg,Partai Kebangkitan Bangsa,96751,5,PARADIS TANAKA,Laki-Laki,1,131,17404
LAHAT,WhatsApp Image 2018-07-17 at 10.00.20 (1).jpeg,Partai Kebangkitan Bangsa,256912,6,EVA LORENSIA,Perempuan,1,131,17404
LAHAT,PUTERI ANDIRA.jpeg,Partai Kebangkitan Bangsa,256462,7,PUTERI ANDIRA,Perempuan,1,131,17404
KOTA PAGAR ALAM,HERWANANDO.jpeg,Partai Kebangkitan Bangsa,200293,8,HERWANANDO,Laki-Laki,1,131,17404
KOTA PALEMBANG,FOTO FARHAN ALFIKRI.jpg,Partai Kebangkitan Bangsa,71308,1,FARHAN ALFIKRI,Laki-Laki,1,132,17404
MUSI RAWAS,soleh.jpg,Partai Kebangkitan Bangsa,85246,2,M. SOLEH,Laki-Laki,1,132,17404
KOTA LUBUKLINGGAU,IMG-20180629B.jpg,Partai Kebangkitan Bangsa,95471,3,"ELVA RIA NOVIANTI, SE",Perempuan,1,132,17404
KOTA LUBUKLINGGAU,AHMAD WAHYUDIN.jpg,Partai Kebangkitan Bangsa,255885,4,Drs. H. AHMAD WAHYUDIN,Laki-Laki,1,132,17404
MUSI RAWAS UTARA,FOTO HERY TRIWAHYUDI.JPG,Partai Kebangkitan Bangsa,154440,5,"HERY TRIWAHYUDI, SH",Laki-Laki,1,132,17404
KOTA PALEMBANG,FAHRUN NISA.jpeg,Partai Kebangkitan Bangsa,238149,6,FAHRUN NISA,Perempuan,1,132,17404
MUSI RAWAS,Image (8).jpg,Partai Kebangkitan Bangsa,254731,7,NURHAPNI ARDANA,Perempuan,1,132,17404
BANYUASIN,Image (6).jpg,Partai Kebangkitan Bangsa,252745,1,H. HAZWAR HAMID,Laki-Laki,1,133,17404
KOTA PALEMBANG,kilat 9okkk.jpg,Partai Kebangkitan Bangsa,74248,2,"ANWAR SADAT, ST",Laki-Laki,1,133,17404
MUSI BANYUASIN,DSC_1487.JPG,Partai Kebangkitan Bangsa,235538,3,"LUSY LOTIASARI, SE",Perempuan,1,133,17404
MUSI BANYUASIN,WhatsApp Image 2018-07-17 at 11.01.03.jpeg,Partai Kebangkitan Bangsa,183153,4,Drs. H. RUSDI HASIR,Laki-Laki,1,133,17404
MUSI BANYUASIN,PUSPITA.jpeg,Partai Kebangkitan Bangsa,253202,5,PUSPITA DWI HANDAYANI,Perempuan,1,133,17404
KOTA PALEMBANG,WhatsApp Image 2018-07-17 at 10.41.47.jpeg,Partai Kebangkitan Bangsa,95815,6,SUDIYONO,Laki-Laki,1,133,17404
KOTA PALEMBANG,FTO KAK ALUNG.jpg,Partai Kebangkitan Bangsa,94930,1,"NASRUL HALIM, SH",Laki-Laki,1,134,17404
BANYUASIN,irma.jpeg,Partai Kebangkitan Bangsa,251763,2,"IRMA MUTHOHAROH, S.Pd.I , M.Pd.I",Perempuan,1,134,17404
